feature_name,importance_x,importance_y,importance_x,importance_y,importance
B4_difference,104.00729731097817,112.59635185729712,111.8272590758279,103.08933766372502,98.80901029612869
B5_difference,68.8361099017784,70.51068460941315,72.33986315876245,65.05213986709714,69.60371560696512
B6_difference,613.9999354286119,607.9057151023299,604.1137954769656,623.019415919669,629.9030219744891
B7_difference,97.77406874857843,100.77572196628898,101.47722072899342,98.19012848380953,98.48540829401463
B8_difference,99.85487610287964,96.82911655213684,103.61993549298495,93.6831180723384,96.76711747795343
B9_difference,1506.4611197765917,1580.9852110641077,1575.445165541023,1522.7507702456787,1579.1864999383688
B10_difference,3040.469778410159,2999.523093177937,3010.1500324346125,3036.0289296191186,2959.501069835387
B11_difference,12631.151662318967,12629.03861433547,12687.84260039404,12646.601130108349,12652.892120747827
B12_difference,1854.968477556482,1858.2614142922685,1865.8181250328198,1849.8189941886812,1883.8016795553267
B13_difference,59.77424338366836,55.47701918426901,59.85530510451645,56.68776831496507,56.375393990427256
B14_difference,45745.961267668754,45729.713218815625,45747.076443823054,45830.66639002599,45807.00767873507
样本id,6384.142701937817,6452.33504222706,6322.772841416299,6365.491423746571,6409.755449989811
A1,0.0,0.0,0.0,0.0,0.0
A2,15.98091303370893,17.28042742051184,15.619617745280266,18.148367576301098,18.93850531615317
A3,4.739951541647315,4.403626441955566,3.418553028255701,2.6867890171706676,2.324907021597028
A4,1.136521266773343,1.062305748462677,0.5038147056475282,0.19639484956860542,0.7720227669924498
A5,288.79598785657436,286.13382611144334,275.87418255768716,297.22206628415734,249.57357957400382
A6,411.3175873309374,385.99892395734787,378.0963391819969,382.3978161755949,386.6510025439784
A7,51.717942708171904,48.24892597552389,50.56225233338773,51.47824738547206,49.80134704057127
A8,6.345244640484452,7.011757096275687,6.71915852651,6.880100089125335,6.587476232089102
A9,888.304109621793,892.6848662449047,877.3634499935433,852.6844991771504,884.706957728602
A10,603.7899749828503,556.2652274789289,598.7951670913026,608.1978905070573,572.6542656905949
A11,223.83637567795813,252.1582705397159,235.92511969804764,249.45972396992147,243.97119479533285
A12,206.84621269907802,242.1652541058138,256.72753478307277,224.68414228688926,221.90451257955283
A13,0.0,0.0,0.0,0.0,0.0
A14,86.25497819855809,86.5369211062789,86.47914557997137,78.34198208432645,84.47135463450104
A15,290.8208328196779,304.603952604346,313.04851378593594,317.877647113055,333.88452615682036
A16,171.2389310989529,172.79472356289625,170.74645741470158,173.61649877391756,167.42866154108196
A17,191.069730036892,189.33522944618016,178.2483968688175,219.41679259296507,199.12176587618887
A18,0.0,0.0,0.0,0.0,0.0
A19,88.31196058448404,101.0274720583111,97.12305008992553,93.99099892843515,78.48452878184617
A20,69.2973097069189,76.01379364077002,78.7929821209982,72.14987834636122,75.6668566763401
A21,104.47976089920849,111.47733960580081,108.97718692757189,111.1534488350153,103.37388881947845
A22,70.23859934974462,66.53269631415606,67.04961527697742,70.92097780201584,68.99379281233996
A23,0.3716905005276203,0.22954169288277626,0.3866159003227949,0.19446539878845215,0.3022466041147709
A24,183.2348807770759,177.47414300218225,169.478449691087,194.67585131619126,180.03395403828472
A25,188.40504786465317,189.5372363552451,164.93672742694616,189.60828264895827,178.94616703409702
A26,150.07377060502768,155.40080594923347,150.97932343184948,150.95115716848522,151.84066717140377
A27,186.2531481999904,159.04411423951387,152.5322129447013,149.22977877222002,167.6125556891784
A28,63.251048339530826,75.02905123960227,75.400958227925,71.09664594009519,64.18682743795216
B1,77.17173883132637,98.7410070085898,86.8265188774094,71.53110794629902,98.21299521252513
B2,2.5436630249023438,2.045348048210144,0.8248710036277771,2.5949880480766296,2.313524007797241
B3,0.0,0.0,0.0,0.0,0.0
B4,57.87347411457449,47.80338320787996,47.313193012960255,46.69490205217153,49.54779021628201
B5,165.44349037948996,169.43527129851282,181.6790295979008,208.07029307540506,175.584682777524
B6,542.5759571157396,554.0235066898167,557.187401372008,538.4293993469328,515.2623813264072
B7,354.6306860195473,365.6593664176762,343.1290454734117,371.138270736672,350.2134188162163
B8,44.41043396946043,48.46747653000057,46.911574865691364,53.835264353081584,49.547941168770194
B9,419.34587498102337,450.98211332038045,444.3356883889064,453.0850066281855,460.5367789277807
B10,367.4410021780059,349.7567415088415,313.30411432497203,333.34955443348736,339.46314745396376
B11,1454.1519636344165,1454.9986039418727,1465.2664046417922,1455.6914720758796,1436.6725682700053
B12,224.44947643671185,221.54207704029977,227.2556408038363,233.45140795595944,225.86406346224248
B13,3.892278959043324,4.724243396893144,5.401962902396917,8.178301023319364,5.129414743743837
B14,5320.384381449781,5287.222522973083,5373.805331378244,5357.608849302866,5337.77123801969
